seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
3e389794bbdc32d0a7ee74e652a08f25,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,,0.001222
3e3be8f8261056629bf71738b5481e58,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_8849,midas_s_8849,0.00176
3e437dd24faa1b83f9274c544b063cbe,Bacteria,WPS-2,midas_c_206,midas_o_395,midas_f_547,,,0.001456
3e524f0bf09623c8530930bb8b27045c,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,0.000706
3e56358bf474d68033286f221b9b72e2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.000604
3e745fbfc7bfd39df9103cbe707d2bd8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,4.620234
3e852d60bbad09cda8571930bb024b12,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_39074,,0.018703
3e940e56135c81370650581b802f511e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.002958
3ea4875c4e8b41c26ae94eabfba007fc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,midas_s_77321,0.00061
3ea94d07fdb9b7443fd21ad50fa3157f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitratisoma,,0.001318
3ed04b53421314fa5fc28c6d234b1413,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,,0.000859
3eda22b94aacdafaaef72bf1dcbd6713,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.002972
3ef47d732a719a9c649132016afeb5e2,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,midas_g_2229,,0.001323
3f03836d982f6dd3543fe530c06f9c4a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,0.002231
3f0bc3f2b8d9b380ec319501754eca38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.114817
3f0dfca2e2d2e600bde428ccfd3222f2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.003639
3f1018398cdd2aa2f3f5b5fabaf093d7,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_8808,midas_s_8808,0.001235
3f4fe260221590fa762f54297c73cd22,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,,,0.000493
3f82999a4623343cbba40859d44329b0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_75,midas_s_192,0.001501
3f9885786ac408050d10d1945c0b0ebc,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_2702,midas_s_8654,0.00048
3f9f84332531ac9f0cb3a9ba736d452a,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,,0.00484
3fbae61f66fe05f5aee39c4935843afe,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.00132
3fc54fb78ed54651a2ca6eba642ac793,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,midas_f_27,midas_g_5853,,0.001815
3fc56dd6ce2cd073ccc988819898395e,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,midas_g_26909,midas_s_34830,0.000791
3fdde3f5a345bf68287fbad2726d17b3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,midas_g_41102,midas_s_59993,0.002116
3fdeea25b59bafd493416c89fe2d543e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,midas_g_37026,midas_s_47090,0.026954
3fec2f4a9e3dc6cd3e7f61575b33a5ca,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,midas_g_84261,midas_s_84261,0.089212
3feca067a0bf68273b4a0acab26d8856,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_36032,,0.221071
3fefe501e05a214d8e8bed2d62c3d0d0,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.03602
4003b79c0a0b6b12fd055ddcb6b8451f,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_428,midas_s_5334,0.000493
4022e7c437825439b94ca30e85e707d1,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_6182,midas_s_7522,0.001415
402961294b508ef719d59b16a65c2034,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_13287,midas_g_13287,midas_s_24781,0.025156
4030bd77cc57d056cb0a00636c8ebf1d,Bacteria,Patescibacteria,Parcubacteria,midas_o_61556,midas_f_76915,midas_g_76915,midas_s_76915,0.012042
4054a295c848c25f756b5f5ac0c4e4ea,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,0.151644
405b886f4d424c59103e67e84e0f5a79,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.002177
405f5cdcf3fbe880db4b68036d7afc58,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,,,0.012737
405fd2f13059afa32739e18fdcb20901,Bacteria,,,,,,,0.000717
406ea3ff4efc5f66c16fec95e6cba1dd,Eukaryota,Amorphea,Obazoa,Opisthokonta,Nucletmycea,,,0.020029
407318ff5a87d135f8fa51f2820e6bc3,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfobacterium_catecholicum_group,,0.007481
4075f2b2af3074f239f1b0627acfcffd,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,,,0.015568
407c3747ddf6823657595ed05f4480e8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.000557
40980eb8b367e78886ccd480158dccb5,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,midas_s_54584,0.000815
409dfb6ab00ff096834e526ab3d054d2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,,,0.002426
40bbda707b694b32d93e7e3f0defe2d7,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_184,midas_g_38143,midas_s_38143,0.061204
40bc2d42f1b4e06b6cacb266164e3ef3,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,midas_s_11131,0.000436
40c4b59f4b11c4deda20b93778f0bc56,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.006076
40d1e08911d8cb68410a3619ce41619f,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,midas_s_458,0.001054
40ddfcf2f79a1b3160ff8e6acb35605e,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_36817,midas_s_59647,0.020951
40f0c12f9674e9770e0baffceb4a93e8,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,,0.601036
410e95b05efd63867444aa0a2458b97c,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_3991,0.001589
41195b8b32087a20868e7710125be2fd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,,,0.001176
4123d8b297bfb313e838243a51ae59b5,Bacteria,,,,,,,0.000687
41264425fb1cd173dc2e3bda9126d422,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,0.00363
412f637171c461ac9c11c6fefb6099c1,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_23286,midas_s_23286,0.571234
41342da7d51b57a6719f17129bebd0bf,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,,0.000728
413890bdd906040e1b7c1411495ba01a,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,midas_g_90473,midas_s_118850,0.04207
413bb8bae06cd4e75ed7b6804e3c18a7,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_45788,midas_s_45788,0.011935
415cb650eb9ef794d6a5db65bdf7f43b,Bacteria,Patescibacteria,Parcubacteria,GWB1-42-6,midas_f_100370,midas_g_100370,midas_s_100370,0.156128
418db0eeeaa9cecb779ff14d974591cd,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.011769
419922c1ac6624f6dba778de4e31cc29,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,,0.000375
4199bd6e556db2c424fe9f2b70a51956,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_2842,midas_s_28091,0.000977
419a137f2ad50bcbc7cd2b296d34e524,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_76085,0.001415
41a101942a396736b36d041a6a6a7ec8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,,0.004027
41c27b83f12f76ae446653c11bddb421,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_36817,midas_s_59647,0.014285
41cf757346459d851a2307a23fa8eb49,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_24,Lacibacterium_aquatile,midas_g_22236,midas_s_63202,0.001323
41dc2be96413541dc59157b28403d21d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.000654
41e386067a5da9b0e959b746cd7c2db7,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_54291,0.000404
41eeac01ed59e24df6f880b303d814b0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_6489,midas_s_14202,0.035883
41f01f3e3cbf6beb908ae1ebb553208e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,midas_s_74451,0.003529
41f36081772b686619370faf5b60fc40,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.00651
420f86795a6a7b7a362f331631d16da9,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,midas_s_74974,0.00044
421248e5ee645fdd702df04a96cdc833,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,midas_s_13669,0.068922
4228a8214aa1537e0df7af2ed2f978fa,Bacteria,Planctomycetota,vadinHA49,midas_o_4436,midas_f_4436,midas_g_4436,midas_s_4436,0.003529
42704bce4903920f79354029dd48e4dd,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.041104
4277f9af937986c5751de888ace33609,Bacteria,Patescibacteria,Parcubacteria,Ca_Moranbacteria,midas_f_114418,midas_g_114418,midas_s_114418,0.001415
428898b76a8947f53eb2318dee967bfc,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_81783,0.01723
42a41d5354d2d599bf5be291a7c626fc,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_69245,midas_s_69245,0.000498
42b0032b225aa97d7ddef91a1bd8d25a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_2470,midas_s_2470,0.03075
42bec86f51c0ee8657b94a3f24dcdc44,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_39819,0.020248
42d17b3d2d607ace5aa0ce436b9e1857,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,midas_s_13860,0.002229
42d58d2d493cdba154ad85b9b30ed603,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-44-16,midas_g_113115,,0.000607
42e66867f5a840d64c02b582c5fe6a57,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,Ca_Leptovillus,midas_s_40998,0.000489
42f554d4f6140344776d5c274be13f68,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Cytophaga_xylanolytica_group,,0.011191
42f65d5db37239a12dd85c039fe971ff,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,0.002899
42f879c85cf43eb514670cca10eb9aea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,,0.040802
42f9d25bf64b07365f995e4e8e8bf714,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,midas_g_41102,midas_s_59116,0.004445
4329811b8b6d9ff06b46eaa4c723c26f,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_12777,midas_g_41920,midas_s_41920,0.029903
4339e6c67ae72fbd2826bf740e406339,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_bohemicus,0.000794
433f81e69b7f1df76aac4a3e77f64a06,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_7265,0.011703
436343418d53afff5ddf10c8a8492f78,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechlorobacter,,0.001617
436646e964287f78a4b776f4d85c96ba,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.002979
4387e4f9dbcaf60cf82d463e9a27dca8,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,midas_s_37912,0.005459
4394c6cac7bfff07a5a5f86340cc15b9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.001176
43b083f9636dbce1742a5107ad053584,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_4730,0.000531
43c25e08ac393c49bb2cf232ea60e754,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.000213
43d5a9eeebf17fa59f9a35d46a587a87,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_8137,,0.000607
43f89dd4be55a1deb847de67a360c169,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Ca_Jidaibacter,,,0.001617
43faaf9f9ee96d72891625fb37a34ceb,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,midas_s_5869,0.000706
4408ff1578311c0801988602ef67306c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,midas_s_29062,0.000291
440ca54b7c9718f50f59e8d453a49264,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.005863
442ef1060cda3892b17d69dbedd42d94,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,midas_g_36005,midas_s_36005,0.000611
4438e564ff082e0c8d1e410624d35cd5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,,0.004197
4449af9af08a1a5ba12648127eea7419,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,midas_g_36815,midas_s_36815,0.042301
4455908273a0b0ee6afd0381fd182ef3,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.059178
446bf4e1452a90660a5015e66ed1b2c2,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,,,,0.000407
4476f9b607f4e13963d7862c882a913e,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_56200,0.000595
44a0276358dec6c4ad95677d97f02709,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_brachy_group,,0.023063
44b1363d85ceceffa3a2f170f36830ff,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_41864,0.000805
44c1325376a955e507733658101224f7,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,midas_g_44969,midas_s_44969,0.000794
44d10d10501dddef83ee3bc4879d34a1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,midas_s_34433,0.000604
44ef74831eed2a768e3c63660404300c,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,,0.015554
450e10636606887dd168542a6fc0df36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.001313
4524b7cd80bddabd2c121f68538fa485,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_310,,0.018483
4530d7e46540e0a46cd5128514c24945,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_6090,midas_s_31280,0.001318
45338bb6feec3aca942618bba0a40ca5,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,midas_g_6757,midas_s_6757,0.000611
45449aa5bde14e2283ad7c55bff42bb6,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,midas_s_43704,0.020089
4545731898329d46b3db5f433f670ec0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,,0.01577
4558c42af8c0300d765b5570b8aa007b,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,,0.035727
455b517d5e3be97a7c74805de5f26850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,,0.054022
45622efd1ba30c4141d635ec4e2079a6,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,midas_g_17497,midas_s_17497,0.041104
4576276172ed0c188e75be3c7c162ee9,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD1-131,midas_g_113390,midas_s_113390,0.003033
45c65ceb500a675e9b9ef4bbad57f03c,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,,0.003826
45dabd64b6e9b23d568ba35545bf1d0e,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,midas_g_52,midas_s_1529,0.003739
4600bb918b340f47d1f1a8fc5edd09db,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,midas_g_3846,,0.053813
46137ca123bdd50a6645ad8d6fa9a97a,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.041776
461b9d44ca4ea8a9d9c0454d4830b05f,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,,,0.427141
4640e3b31f8f19e582994e51276e98c1,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.007056
464fa67cad467679faf2516e10c67df1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_5889,,0.02404
467f8aa54edd96b83394b887ab0eeace,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_22181,0.002631
4680abc2c80409da5423572266d52226,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,0.226955
4683ce2d7b946ec221cd2f31b8fbddba,Bacteria,,,,,,,0.000952
4685ecd213c5589c26da9de9ed79731f,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,0.000407
468f1433188c0faa1936e231bd34bc88,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_28177,midas_g_28177,midas_s_80980,0.013671
46930c81ff14ab560169ed7a60509f11,Bacteria,,,,,,,0.000397
4698f314876f6542d5ed2a2bc984136c,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,,,0.027403
46af8142d3f247b81107190a95d907a6,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,,0.001318
46cfdb9d552ef12ddb9aa3eaa80e8909,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,,0.004128
46e1faa1dbc4d47aeaddeab92ce427e2,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_249,,0.000375
46f0a5288ab42f2fed2f8ce127678cab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_18379,midas_g_18379,midas_s_18379,0.000794
4713fd5099897bc3e84055389789ef79,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,midas_s_39241,0.03606
471a1213a85a715e1fd068e374e2188a,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_428,midas_s_11020,0.001501
472fe9f8767de70f82afc5705b84ae4d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,midas_s_39316,0.039896
475127f633a4be9b366680b4f54efdd6,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.011995
477238f21904f8c135681f7ad0451881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,0.00061
479a2ffd90f224d5953e8a29aacdb731,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_34792,0.023031
47a48c36e308c2de721a364cb9352a82,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_7641,midas_g_27887,midas_s_27887,0.009756
47bdaa8dbe4629d1ece7aa05c05693cb,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,,0.000809
47c340764cdf2ab68af391dce84811b3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.002043
480eb7b0871e51b1be47afb2201112af,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,midas_s_23056,0.000952
48163ec4bb9f456f50ac042c22a59603,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.000527
481c8ef468790ca11c2ecad0d1f35c25,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,,0.001233
4821e7704447512dbd1b48da9a5675e9,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_5162,midas_g_68253,midas_s_68751,0.000317
48220ea996397a598b1b5f758d3b0ff3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,midas_s_48511,0.004781
4835b78c8d8bf8bf1ca88c3965cbe934,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.008257
48595101abd304b2e911320dd23de7e8,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2943,midas_g_7280,midas_s_82610,0.00469
485d9080e4662edbf39927943d1bc167,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_973,midas_g_973,,0.00103
486e8e10249792884696b3f02ce81a86,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,midas_s_58876,0.000915
4870788fa5faf8c06df9b6fd73a73dcb,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.006868
48894ebcd072d398d7dec836bee1c1a2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_108,midas_g_558,,0.000611
4895185d09e6dbbf452f124daf98efc3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.000607
48a0a932695537ad8cf3c22b471de289,Bacteria,,,,,,,0.00127
48a75880af8d7927ac752f783c0f6754,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_93,midas_g_53928,midas_s_53928,0.001858
48ca5b4f7cb58d4a146837de341a2604,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,0.012704
48d3df1c8c87428a5ef19a3ea0a4c6d1,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter_sanguinis,0.002014
48daf231b834b4d85c5e740f0f0e9f2b,Bacteria,,,,,,,0.000489
48e6ce93e465307676d54fbc9b1c1522,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Acidaminobacteraceae,Acidaminobacter,,0.00244
48e82a82eb8ad26862f3a7056c7d9dd7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,midas_g_41102,midas_s_59993,0.009212
49157310a47041b92a7f25105c7eff31,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,Ca_Brachytrichaceae,midas_g_4001,midas_s_30447,0.018703
492399b888587f5ecd05318822ca601e,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.014296
492ee4fb01d94971a1f4be628ceb63cf,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.01139
493bfe280fd04430eb5fb0734d5ffefa,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_2842,,0.003327
495cc889a2e82868482b1feb2f71fbd0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.001589
496de1e5325d8dcef489f7a9818fdd26,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_102764,midas_s_102764,0.000605
497328141ea987237f5bdd74ed786ae2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,midas_s_110869,0.001011
4985158a1531e946d6af8196ef4ec343,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,0.000457
4987091683162d7ebcb1875ea4ac3d96,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0.059912
49a9dac3ba594ab8aa8dc4874350a55d,Bacteria,,,,,,,0.0005
49ab3361f8a135a616b6e56b9bae715c,Bacteria,,,,,,,0.0034
49ae44d6944ba8cc60d06c43da39e2f7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,0.000404
