abundance_day,COD-Inf [mg/L],P-Inf [mg/L],P-return [mg/L],N-Inf [mg/L],COD:P,COD:N,N:P,P_An-1 [mg/L],Acetate ppm [mg/L],Propionate ppm [mg/L],Acetate ppm [COD mg/L],Propionate ppm [COD mg/L],COD_An_1 [COD mg/L],P_An-2 [COD mg/L],COD_An_2 [COD mg/L],DO_An-1 [mg/L],DO_An-2 [mg/L],OPR_An-1 [mV],OPR_An-2 [mV],An_time [minutes],P_Ax-1 [mg/L],N_Ax-1 [mg/L],P_Ax-2 [mg/L],N_Ax-2 [mg/L],peakN2O [mg/L],pN2O_time [minutes],ORP_Ax-2 [mV],Ax_react_time [minutes],Ax_time [minutes],P_A-1 [mg/L],P_A-2 [mg/L],A_time [minutes],MLSS,MLSS [avg],SRT,COD removal [COD%],N removal [N%],N to N2O conversion [N2O%],P removal [P%],Cod removal (ppm) [COD-ppm],N removal (ppm) [N-ppn],P removal (ppm) [P-ppm],Anoxic P removal [ANO-P-ppm],Aerobic P removal [AER-P-ppm],denitrification rate [mg NO2–N  h−1],specific denitrification rates [mg NO2–N g−1 VSS−1 h−1]
-87,250.703488,23.7,16.6,27.0,9.622675779247869,4.654891588021368,2.278481012658228,29.6,90.982,18.675,97.07779399999998,28.273950000000003,125.351744,40.400000000000006,1.858,4.98,,,,80.0,40.400000000000006,27.0,33.5,4.61,4.33,,,175.0,180.0,33.5,15.4,100.0,2674.666666666693,2617.7777777777974,16.127469669169948,0.9933152710854734,1.0,0.1603703703703703,0.3502109704641349,248.845488,22.240000000000002,8.299999999999999,6.900000000000004,6.999999999999997,9.257142857142858,2.778703772052828
-86,264.325218,25.95,13.85,28.0,9.73947526551046,4.769861857279577,2.1481057545560645,27.4,95.62700000000001,19.9,102.034009,30.128600000000002,132.162609,39.300000000000004,2.787,8.35,,,,80.0,39.300000000000004,28.0,29.849999999999998,6.915000000000001,0.09,,,175.0,180.0,29.849999999999998,18.95,100.0,2660.444444444469,2617.7777777777974,16.288834228336416,0.9899729066282101,1.0,0.0032142857142857,0.2761693150193014,261.53821800000003,20.735000000000003,6.999999999999999,9.450000000000005,5.349999999999998,9.6,2.6486533655316196
-85,277.946948,28.2,11.1,28.450000000000003,9.85627475177305,4.884832126537786,2.017730496453901,25.2,100.272,21.125,106.990224,31.98325,138.973474,38.2,3.716,8.48,,,,80.0,38.2,28.450000000000003,26.2,9.22,2.59,,,175.0,180.0,26.2,22.5,100.0,,2617.7777777777974,,0.9866305421709468,0.6759226713532513,0.1346853874154965,0.202127659574468,274.230948,19.230000000000004,5.699999999999999,12.000000000000004,3.6999999999999993,6.593142857142859,2.518602959010411
-84,240.543138,27.011111111111113,15.3,25.299999999999997,8.90534036199095,4.75381695652174,1.873303167420814,29.6,86.279,18.634,92.059693,28.211876,120.271569,41.0,7.791,7.06,,,,80.0,41.0,25.299999999999997,30.9,8.68,2.57,,,175.0,180.0,30.9,27.1,100.0,,2617.7777777777974,,0.9676107991906217,0.6569169960474308,0.154632972322503,-0.0032908268202385,232.752138,16.619999999999997,-0.0888888888888885,10.1,3.799999999999997,5.6982857142857135,2.176764491874832
-83,262.638514,28.288888888888888,12.9,22.549999999999997,9.284157996857816,5.823470376940134,1.5942655145326,26.3,93.727,20.682,100.006709,31.312548,131.319257,40.3,7.760999999999999,8.73,,,,80.0,40.3,22.549999999999997,28.5,8.36,2.65,,,175.0,180.0,28.5,25.2,100.0,2617.7777777777974,2668.8888888888896,16.772927905835825,0.9704498784972564,0.6292682926829268,0.1867512332628612,0.1091908876669285,254.877514,14.189999999999998,3.088888888888889,11.799999999999995,3.3000000000000007,4.865142857142857,1.822909480195075
-82,261.4174724,27.4,13.8,24.4,9.408278567370424,5.612431714191512,1.781021897810219,27.5,93.5314,20.4166,99.7980038,30.9107324,130.7087362,39.0,6.444399999999999,7.95,,,,80.0,39.0,24.4,33.675,8.3,2.94,,,175.0,180.0,33.675,26.1,100.0,2643.3333333333435,2668.8888888888896,16.776651079561976,0.9754415035315516,0.6598360655737704,0.1826086956521739,0.0474452554744524,254.9730724,16.099999999999998,1.2999999999999972,8.224999999999996,4.425000000000002,5.52,2.06827643630308
-81,260.1964308,27.496296296296293,16.666666666666668,25.0,9.53239913788303,5.4013930514428905,1.7904779479248436,30.466666666666665,93.3358,20.1512,99.5892986,30.5089168,130.0982154,41.56666666666667,5.127799999999999,4.78,,,,80.0,41.56666666666667,25.0,38.85,8.3,2.52,,,175.0,180.0,38.85,31.2,100.0,2668.8888888888896,2512.592592592608,16.78037425328813,0.9804331285658467,0.6679999999999999,0.1508982035928144,-0.13343135991376798,255.0686308,16.7,-3.703703703703706,4.649999999999998,5.5500000000000025,5.725714285714286,2.2788072776280184
-80,258.9753892,27.59259259259259,19.53333333333333,25.0,9.656519708395637,5.190354388694269,1.7999339980394684,33.43333333333333,93.1402,19.8858,99.3805934,30.1071012,129.4876946,44.13333333333333,3.8112,5.29,,,,80.0,44.13333333333333,25.0,44.025000000000006,8.3,2.36,,,175.0,180.0,44.025000000000006,36.3,100.0,2694.4444444444357,2460.0000000000136,16.78409742701428,0.9854247536001418,0.6679999999999999,0.141317365269461,-0.31430797530198834,255.1641892,16.7,-8.707407407407409,1.0749999999999993,6.675000000000003,5.725714285714286,2.3275261324041683
-79,257.75434759999996,27.688888888888886,22.4,25.049999999999997,9.780640278908242,4.979315725945647,1.809390048154093,36.4,92.9446,19.6204,99.1718882,29.7052856,128.87717379999998,46.7,2.4945999999999993,5.8,,,,80.0,46.7,25.049999999999997,49.2,0.0,0.0,,,175.0,180.0,49.2,41.4,100.0,2719.999999999982,2460.0000000000136,16.78782060074043,0.990416378634437,1.0,0.0,-0.4951845906902087,255.2597476,25.049999999999997,-13.711111111111112,-2.5,7.800000000000004,8.588571428571427,3.4912891986062515
-78,256.533306,25.9,8.95,26.9,9.90476084942085,4.768277063197026,2.077220077220077,21.9,92.749,19.355,98.963183,29.30347,128.266653,32.8,1.178,6.47,,,,80.0,32.8,26.9,20.2,5.84,0.78,,,175.0,180.0,20.2,16.0,100.0,2460.0000000000136,2460.0000000000136,16.66458699209957,0.9954080036687322,0.7828996282527881,0.037037037037037,0.3822393822393822,255.355306,21.06,9.9,12.599999999999998,4.199999999999999,7.220571428571429,2.9351916376306457
-77,220.592038,25.586666666666662,9.58,24.8,8.621366779572694,4.447420120967742,1.938509640437728,21.7,80.839,15.879,86.255213,24.040806,110.296019,32.3,0.0,7.105,,,,80.0,32.3,24.8,21.7,9.92,2.74,,,175.0,180.0,21.7,19.0,100.0,2200.0000000000455,2460.0000000000136,16.541353383458706,1.0,0.6,0.1841397849462365,0.2574257425742574,220.592038,14.88,6.586666666666666,10.599999999999998,2.6999999999999993,5.101714285714286,2.073867595818804
-76,156.696296,41.8,13.1,24.8,3.748715215311004,3.159199516129032,1.186602870813397,32.9,51.12,15.722,54.54503999999999,23.803108,78.348148,35.4,0.0,7.74,,,,80.0,0.0,24.8,28.9,15.1,1.61,,,175.0,180.0,28.9,26.2,100.0,2074.285714285757,2200.0000000000455,16.307609907463245,1.0,0.3911290322580645,0.1659793814432989,0.3732057416267943,156.696296,9.7,15.600000000000003,-28.9,2.6999999999999993,3.325714285714286,1.5116883116882809
-75,219.267102,26.177777777777788,19.4,27.3,8.376077750424445,4.015880989010989,2.0857385398981316,31.8,73.193,20.83,78.096931,31.53662,109.633551,38.5,11.348,6.835,,,,80.0,38.5,27.3,31.1,16.5,1.28,,,175.0,180.0,31.1,30.0,100.0,1948.571428571469,2200.0000000000455,16.073866431467785,0.9482457701292556,0.3956043956043956,0.1185185185185185,-0.1460101867572152,207.919102,10.8,-3.822222222222212,7.399999999999999,1.1000000000000014,3.7028571428571433,1.6831168831168486
-74,212.61113333333333,34.9388888888889,14.35,26.483333333333334,7.864363000664352,4.01393538771088,1.5159802830338684,30.9,72.27333333333333,19.279999999999998,77.11564666666666,29.18992,106.30556666666666,38.666666666666664,8.173666666666668,5.93,,,,80.0,38.666666666666664,26.483333333333334,31.2,15.075,1.23,,,175.0,180.0,31.2,28.7,100.0,1822.8571428571806,1320.0000000000273,15.840122955472323,0.9624448178812907,1.0,0.0464443045940843,0.1785657497217365,204.43746666666667,11.408333333333331,6.238888888888898,7.466666666666666,1.0,9.08,2.402164502164452
-73,205.95516466666666,26.177777777777788,18.675,25.666666666666664,7.352648250904259,4.011989786410773,1.9609507640067905,33.849999999999994,71.35366666666667,17.73,76.13436233333333,26.843220000000002,102.97758233333333,38.833333333333336,4.999333333333333,8.02,,,,80.0,38.833333333333336,25.666666666666664,31.3,13.65,1.19,,,175.0,180.0,31.3,20.7,100.0,1697.1428571428924,1320.0000000000273,15.606379479476862,0.9766438656333257,0.4681818181818181,0.0990291262135922,0.2092529711375215,200.95583133333335,12.016666666666664,5.4777777777777885,7.533333333333334,0.8999999999999986,4.119999999999999,3.121212121212056
-72,199.299196,29.13333333333333,23.0,24.85,6.840933501144167,4.010044185110664,1.7059496567505723,36.8,70.434,16.18,75.153078,24.49652,99.649598,39.0,1.825,8.3,,,,80.0,39.0,24.85,31.4,13.95,1.41,,,175.0,180.0,31.4,30.6,100.0,1571.4285714286038,1560.0000000000136,15.3726360034814,0.9908429133853608,0.4386317907444668,0.1293577981651376,-0.0503432494279179,197.474196,10.9,-1.4666666666666757,7.600000000000001,0.7999999999999972,3.7371428571428567,2.395604395604374
-71,217.921976,27.40000000000001,23.9,25.2,7.953356788321165,4.323848730158731,1.83941605839416,37.6,77.834,17.115000000000002,83.048878,25.91211,108.960988,48.6,1.71,8.58,,,,80.0,48.6,25.2,40.3,12.8,2.68,,,175.0,180.0,40.3,37.2,100.0,1445.7142857143158,1560.0000000000136,15.13889252748594,0.9921531548520832,0.492063492063492,0.2161290322580645,-0.3576642335766419,216.211976,12.4,-9.799999999999994,8.300000000000004,3.0999999999999943,4.251428571428571,2.7252747252747014
-70,236.544756,25.799999999999997,16.8,24.8,9.16840139534884,4.7690475,1.922480620155039,29.7,85.234,18.05,90.944678,27.3277,118.272378,42.9,0.0,6.03,,,,80.0,42.9,24.8,31.2,11.25,3.33,,,175.0,180.0,31.2,28.2,100.0,1320.0000000000273,1560.0000000000136,14.90514905149048,1.0,0.5463709677419355,0.2457564575645756,-0.0930232558139535,236.544756,13.55,-2.400000000000002,11.7,3.0,4.645714285714286,2.9780219780219523
-69,225.51886333333334,26.61904761904762,18.2,25.6,9.065392204515446,4.511034857435413,1.9234347048300535,38.1,81.082,17.334833333333336,86.514494,26.244937666666665,112.75943166666667,57.1,0.17666666666666667,7.19,,,,80.0,57.1,25.6,39.1,10.25,3.96,,,175.0,180.0,39.1,36.4,100.0,1560.0000000000136,1560.0000000000136,15.755157551575428,0.9989631592888603,0.599609375,0.2579804560260586,-0.3674418604651162,225.34219666666667,15.35,-9.780952380952378,18.0,2.700000000000003,5.262857142857143,3.3736263736263443
-68,214.49297066666668,25.28079365079365,16.11,25.77,8.962383013682052,4.253022214870826,2.069664964867667,34.14,76.92999999999999,16.619666666666667,82.08431,25.162175333333334,107.24648533333334,51.620000000000005,0.35333333333333333,8.34,,,,80.0,51.620000000000005,25.77,34.96,10.579999999999998,2.66,,,175.0,180.0,34.96,32.3,100.0,1800.0,1560.0000000000136,16.605166051660376,0.9979263185777206,0.5894450911913078,0.1751152073732718,-0.25352973593272854,214.13963733333333,15.19,-7.019206349206346,16.66,2.660000000000002,5.208000000000001,3.33846153846151
-67,203.46707800000001,23.942539682539685,14.02,25.940000000000005,8.85937382284866,3.9950095723062384,2.2158952249052803,30.18,72.77799999999999,15.9045,77.65412599999999,24.079413000000002,101.73353900000001,46.14,0.53,7.64,,,,80.0,46.14,25.940000000000005,30.82,10.91,3.21,,,175.0,180.0,30.82,28.199999999999996,100.0,1729.999999999991,1624.9999999999773,16.27896933014077,0.9968894778665809,0.5794140323824211,0.2135728542914171,-0.13961761140034093,202.93707799999999,15.030000000000005,-4.257460317460314,15.32,2.620000000000001,5.153142857142859,3.1711648351648805
-66,192.44118533333335,22.604285714285716,11.93,26.11,8.756364632015266,3.736996929741651,2.3621254849428936,26.22,68.626,15.189333333333334,73.223942,22.996650666666667,96.22059266666668,40.66,0.7066666666666667,6.66,,,,80.0,40.66,26.11,26.68,11.239999999999998,2.75,,,175.0,180.0,26.68,24.1,100.0,1659.9999999999818,1624.9999999999773,15.952772608621169,0.9958526371554411,0.5695135963232478,0.1849361129791526,-0.02570548686795332,191.73451866666667,14.87,-1.4957142857142838,13.98,2.58,5.098285714285715,3.1374065934066375
-65,181.41529266666666,21.26603174603175,9.84,26.28,8.653355441181873,3.4789842871770635,2.5083557449805074,22.259999999999998,64.474,14.474166666666667,68.793758,21.913888333333333,90.70764633333333,35.18,0.8833333333333334,7.945,,,,80.0,35.18,26.28,22.54,11.57,3.17,,,175.0,180.0,22.54,19.999999999999996,100.0,1589.9999999999725,1449.9999999999543,15.626575887101566,0.9948157964443015,0.5597412480974124,0.2154996600951733,0.08820663766443432,180.53195933333333,14.71,1.26603174603175,12.64,2.539999999999999,5.043428571428572,3.478226600985331
-64,170.3894,19.92777777777778,7.75,26.45,8.550346250348479,3.2209716446124763,2.6545860050181207,18.3,60.322,13.759,64.363574,20.831126,85.1947,29.7,1.06,9.23,,,,80.0,29.7,26.45,18.4,11.9,2.84,,,175.0,180.0,18.4,15.9,100.0,1519.9999999999634,1449.9999999999543,15.300379165581962,0.9937789557331618,0.5500945179584121,0.1951890034364261,0.2021187621968219,169.3294,14.55,4.02777777777778,11.3,2.4999999999999982,4.988571428571429,3.4403940886700592
-63,282.89629799999994,23.78,8.21,26.4,11.8963960470984,5.357884431818181,2.2203532380151394,20.1,104.189,19.999,111.169663,30.278485999999997,141.44814899999997,34.3,0.0,8.303333333333335,,,,80.0,34.3,26.4,20.6,11.55,2.9,,,175.0,180.0,20.6,18.7,100.0,1449.9999999999543,1449.9999999999543,14.97418244406236,1.0,0.5625,0.1952861952861952,0.2136248948696383,282.89629799999994,14.85,5.079999999999998,13.699999999999996,1.900000000000002,5.0914285714285725,3.5113300492611947
-62,274.02422199999995,20.4,13.2,26.0,11.67082121794015,5.260728320493065,2.5490196078431375,23.4,100.45557142857142,19.700142857142858,107.18609471428572,29.826016285714285,137.01211099999998,34.25714285714285,0.2477142857142857,7.376666666666667,,,,80.0,34.25714285714285,26.0,26.1,9.05,3.11,,,175.0,180.0,26.1,22.4,100.0,1431.349206349174,1449.9999999999543,15.956795896913032,0.9988780637511895,0.6519230769230769,0.0,-0.0980392156862745,273.7765077142857,16.95,-2.0,12.971428571428568,3.700000000000003,5.811428571428571,4.0078817733991405
-61,265.15214599999996,20.566666666666666,13.816666666666666,25.6,11.4452463887819,5.16357220916795,2.491784252641867,24.099999999999998,96.72214285714286,19.401285714285713,103.20252642857143,29.37354657142857,132.57607299999998,34.214285714285715,0.4954285714285714,6.45,,,,80.0,34.214285714285715,25.6,25.983333333333334,9.385714285714286,3.3200000000000003,,,175.0,180.0,25.983333333333334,22.78333333333333,100.0,1412.6984126983937,1449.9999999999543,16.939409349763707,0.997756127502379,0.6333705357142857,0.0,-0.10740028098466796,264.65671742857137,16.214285714285715,-2.2166666666666663,12.24285714285714,3.2000000000000024,5.559183673469389,3.833919774806595
-60,256.28006999999997,20.73333333333333,14.433333333333332,25.200000000000003,11.21967155962365,5.0664160978428345,2.4345488974405964,24.8,92.98871428571428,19.10242857142857,99.21895814285715,28.921076857142857,128.14003499999998,34.17142857142857,0.7431428571428571,6.962,,,,80.0,34.17142857142857,25.200000000000003,25.866666666666667,9.721428571428572,3.5300000000000002,,,175.0,180.0,25.866666666666667,23.166666666666664,100.0,1394.0476190476134,1319.4444444444923,17.92202280261438,0.9966341912535684,0.6142290249433107,0.0,-0.11676134628306142,255.5369271428571,15.478571428571431,-2.4333333333333322,11.514285714285712,2.700000000000002,5.306938775510205,4.022100966702324
-59,247.40799399999997,20.9,15.049999999999999,24.799999999999997,10.994096730465403,4.96925998651772,2.3773135422393255,25.5,89.25528571428572,18.803571428571427,95.23538985714286,28.46860714285714,123.70399699999999,34.128571428571426,0.9908571428571428,7.474,,,,80.0,34.128571428571426,24.799999999999997,25.75,10.057142857142855,3.74,,,175.0,180.0,25.75,23.549999999999997,100.0,1375.3968253968333,1319.4444444444923,18.90463625546505,0.9955122550047579,0.5944700460829493,0.2536821705426357,-0.1261224115814549,246.41713685714282,14.74285714285714,-2.6499999999999986,10.785714285714285,2.200000000000001,5.05469387755102,3.830925886143791
-58,238.53591799999998,21.066666666666666,15.666666666666664,24.4,10.768521901307153,4.872103875192605,2.320078187038055,26.2,85.52185714285714,18.504714285714286,91.25182157142858,28.01613742857143,119.26795899999999,34.08571428571428,1.2385714285714287,7.986,,,,80.0,34.08571428571428,24.4,25.633333333333333,10.728571428571428,3.79,,,175.0,180.0,25.633333333333333,23.933333333333334,100.0,1356.746031746053,1319.4444444444923,19.887249708315725,0.9943903187559474,0.560304449648712,0.2772204806687565,-0.13548347687984835,237.29734657142853,13.67142857142857,-2.8666666666666645,10.057142857142857,1.7000000000000006,4.6873469387755105,3.5525155746507835
-57,229.663842,21.23333333333333,16.28333333333333,24.0,10.542947072148904,4.774947763867489,2.2628428318367844,26.900000000000002,81.78842857142858,18.20585714285714,87.2682532857143,27.563667714285714,114.831921,34.042857142857144,1.4862857142857142,8.498,,,,80.0,34.042857142857144,24.0,25.516666666666666,11.064285714285711,4.73,,,175.0,180.0,25.516666666666666,24.316666666666666,100.0,1338.0952380952726,1319.4444444444923,20.8698631611664,0.9932683825071369,0.5389880952380953,0.3656543346217559,-0.14484454217824183,228.17755628571427,12.935714285714289,-3.0833333333333313,9.32857142857143,1.1999999999999997,4.435102040816327,3.3613404940922513
-56,220.791766,21.4,16.9,23.6,10.317372242990654,4.677791652542374,2.205607476635514,27.6,78.055,17.907,83.28468500000001,27.111198,110.395883,34.0,1.734,9.01,,,,80.0,34.0,23.6,25.4,11.4,2.27,,,175.0,180.0,25.4,24.7,100.0,1319.4444444444923,1319.4444444444923,21.85247661401707,0.9921464462583264,0.516949152542373,0.1860655737704918,-0.1542056074766353,219.057766,12.2,-3.299999999999997,8.600000000000001,0.6999999999999993,4.182857142857142,3.1701654135337187
-55,217.42981759999998,0.0,18.56,23.6,9.925881597671212,5.058246380098415,2.0185843419641487,29.560000000000002,77.3176,17.3164,82.4978792,26.2170296,108.71490879999999,37.9,2.235,8.72,,,,80.0,37.9,23.6,28.0,11.4,3.44,,,175.0,180.0,28.0,26.64,100.0,1434.5370370370829,1319.4444444444923,22.068362629403286,0.9895609084148734,0.516949152542373,0.2819672131147541,-0.2053316990960624,215.1948176,12.2,-4.639999999999999,9.900000000000002,1.3599999999999994,4.182857142857142,3.1701654135337187
-54,214.0678692,6.099999999999999,20.22,23.6,9.53439095235177,5.438701107654456,1.8315612072927838,31.52,76.5802,16.7258,81.7110734,25.322861200000002,107.0339346,41.8,2.7359999999999998,8.51,,,,80.0,41.8,23.6,30.599999999999998,11.4,0.02,,,175.0,180.0,30.599999999999998,28.58,100.0,1549.6296296296737,1664.7222222222645,22.284248644789503,0.9869753705714205,0.516949152542373,0.001639344262295,-0.25645779071548946,211.33186919999997,12.2,-5.98,11.200000000000001,2.0199999999999996,4.182857142857142,2.51264570570421
-53,210.70592079999997,12.199999999999998,21.88,15.0,9.142900307032328,5.8191558352104975,1.644538072621419,33.48,75.8428,16.1352,80.9242676,24.4286928,105.35296039999999,45.7,3.237,8.3,,,,80.0,45.7,15.0,33.199999999999996,0.0,1.0,,,,180.0,33.199999999999996,30.52,100.0,1664.7222222222645,2010.0000000000364,22.500134660175718,0.9843898327279675,1.0,0.0666666666666666,-0.3075838823349165,207.46892079999998,15.0,-7.320000000000001,12.5,2.6799999999999997,,
-52,207.34397239999998,18.299999999999997,23.54,15.0,8.751409661712884,6.199610562766539,1.4575149379500538,35.44,75.1054,15.5446,80.1374618,23.534524400000002,103.67198619999999,49.6,3.738,8.09,,,,80.0,49.6,15.0,35.8,0.0,1.29,,,,180.0,35.8,32.46,100.0,1779.814814814855,2010.0000000000364,22.716020675561932,0.9818042948845146,1.0,0.086,-0.3587099739543437,203.60597239999996,15.0,-8.660000000000004,13.8,3.34,,
-51,203.98202399999997,24.399999999999995,25.2,15.5,8.359919016393443,6.58006529032258,1.2704918032786887,37.4,74.368,14.954,79.35065599999999,22.640356,101.99101199999998,53.5,4.239,7.88,,,,80.0,53.5,15.5,38.4,0.0,2.94,,,,180.0,38.4,34.4,100.0,1894.9074074074456,2010.0000000000364,22.93190669094815,0.9792187570410616,1.0,0.1896774193548387,-0.4098360655737707,199.74302399999996,15.5,-10.000000000000004,15.1,4.0,,
-50,221.05169199999995,24.000000000000007,27.7,13.95,9.210487166666663,7.922999713261648,1.1624999999999996,39.7,77.622,18.298,82.82267399999999,27.703172,110.525846,52.0,3.4349999999999996,6.58,,,,80.0,52.0,13.95,40.2,0.0,2.38,,,,180.0,40.2,46.0,100.0,2010.0000000000364,2010.0000000000364,23.147792706334364,0.9844606482360696,1.0,0.1706093189964157,-0.916666666666666,217.61669199999997,13.95,-21.999999999999993,11.799999999999995,-5.799999999999997,,
-49,215.2278006666666,17.500000000000004,37.95,15.0,9.398631379629627,7.790931076504758,2.040340909090909,46.7,75.832,17.636166666666664,80.91274399999999,26.701156333333333,107.61390033333333,55.0,3.169833333333333,8.63,,,,80.0,55.0,15.0,44.1,0.0,2.63,,,,180.0,44.1,38.65,100.0,,2010.0000000000364,,0.985399172360507,1.0,0.1753333333333333,-1.3810606060606059,212.0579673333333,15.0,-21.15,10.899999999999999,5.450000000000001,,
-48,209.4039093333333,11.0,48.2,16.05,9.58677559259259,7.6588624397478675,2.9181818181818184,53.7,74.042,16.974333333333334,79.002814,25.699140666666665,104.70195466666667,58.0,2.9046666666666665,0.14,,,,80.0,58.0,16.05,48.0,0.0,3.0,,,,180.0,48.0,31.3,100.0,,2010.0000000000364,,0.9863376964849444,1.0,0.0,-1.8454545454545457,206.49924266666665,16.05,-20.3,10.0,16.7,,
-47,203.58001799999997,8.910000000000002,5.225,15.05,9.774919805555554,7.526793802990978,3.3782267115600444,9.68,72.25200000000001,16.3125,77.092884,24.697125,101.790009,14.6,2.6395,6.33,,,,80.0,14.6,15.05,8.11,0.0,3.37,,,,180.0,8.11,6.35,100.0,1821.000000000031,1852.5000000000318,23.135805865633227,0.9872762206093818,1.0,0.2239202657807309,0.2873176206509542,200.940518,15.05,2.5600000000000023,6.49,1.7599999999999998,,
-46,197.75612666666663,11.940000000000001,7.516666666666666,14.55,9.963064018518518,7.394725166234088,2.735484474373363,13.486666666666666,70.462,15.650666666666666,75.182954,23.695109333333335,98.87806333333333,18.733333333333334,2.3743333333333334,6.47,,,,80.0,18.733333333333334,14.55,12.006666666666666,0.0,2.47,,,,180.0,12.006666666666666,8.533333333333333,100.0,1758.000000000029,1695.0000000000273,23.13181025206618,0.9882147447338192,1.0,0.1697594501718213,0.2859895248784139,195.38179333333332,14.55,3.406666666666669,6.726666666666667,3.473333333333333,,
-45,191.93223533333332,14.970000000000002,9.808333333333334,13.8,10.15120823148148,7.262656529477198,2.0927422371866813,17.293333333333333,68.672,14.988833333333332,73.273024,22.693093666666666,95.96611766666666,22.866666666666667,2.109166666666667,6.61,,,,80.0,22.866666666666667,13.8,15.903333333333332,0.0,1.51,,,,180.0,15.903333333333332,10.716666666666667,100.0,1695.0000000000273,1537.5000000000227,23.12781463849914,0.9891532688582566,1.0,0.1094202898550724,0.28466142910587366,189.82306866666664,13.8,4.253333333333336,6.963333333333333,5.1866666666666665,,
-44,186.108344,18.000000000000004,12.1,13.05,10.339352444444444,7.130587892720308,1.4499999999999995,21.1,66.882,14.327,71.363094,21.691078,93.054172,27.0,1.844,6.75,,,,80.0,27.0,13.05,19.8,0.0,0.01,,,,180.0,19.8,12.9,100.0,1632.0000000000255,1380.0000000000182,23.123819024932093,0.990091792982694,1.0,0.0007662835249042,0.2833333333333334,184.264344,13.05,5.100000000000003,7.199999999999999,6.9,,
-43,250.325536,25.86,8.57,14.9,9.680028460943545,8.40018577181208,1.1523588553750967,21.5,84.922,22.821,90.611774,34.550994,125.162768,35.3,8.786999999999999,7.2,,,,80.0,35.3,14.9,22.8,0.0,0.01,,,,180.0,22.8,17.1,100.0,1569.0000000000236,1380.0000000000182,23.119823411365047,0.9648977082386032,1.0,0.0006711409395973,0.3387470997679814,241.538536,14.9,8.759999999999998,12.499999999999996,5.699999999999999,,
-42,230.082072,24.08,8.86,15.55,9.554903322259138,7.398137363344052,1.291528239202658,20.9,78.146,20.911,83.381782,31.659254,115.041036,33.8,8.567,7.6499999999999995,,,,80.0,33.8,15.55,21.5,0.0,1.61,,,,180.0,0.0,19.7,100.0,,1380.0000000000182,,0.9627654604918544,1.0,0.1035369774919614,0.1818936877076411,221.515072,15.55,4.379999999999999,13.549999999999997,-19.7,,
-41,212.581096,24.799999999999997,10.5,14.9,8.571818387096775,7.133593825503356,1.2016129032258067,22.9,72.15,19.357,76.98405,29.306498,106.290548,34.8,8.41,8.1,,,,80.0,34.8,14.9,20.2,0.62,2.15,,,,180.0,20.2,17.3,100.0,,1380.0000000000182,,0.9604386271486718,0.9583892617449664,0.1505602240896358,0.3024193548387096,204.171096,14.28,7.4999999999999964,14.599999999999998,2.8999999999999986,,
-40,252.707792,23.52,9.74,13.55,10.744378911564626,9.325010774907748,1.1522108843537415,21.5,86.508,22.49,92.304036,34.049859999999995,126.353896,32.0,8.618,8.56,,,,80.0,32.0,13.55,21.5,2.42,2.36,,,,180.0,21.5,19.6,100.0,1380.0000000000182,1380.0000000000182,23.10783657066391,0.965897371300684,0.8214022140221402,0.2120395327942497,0.1666666666666666,244.089792,11.13,3.919999999999998,10.5,1.8999999999999984,,
-39,244.02684333333335,22.580000000000002,8.476666666666667,13.233333333333334,10.8129184048112,9.313189505676204,1.16105524335338,19.766666666666666,84.463,21.064333333333334,90.122021,31.891400666666666,122.01342166666667,29.666666666666668,6.4383333333333335,4.39,,,,80.0,29.666666666666668,13.233333333333334,20.7,3.166666666666667,2.71,,,,180.0,20.7,19.033333333333335,100.0,1292.0000000000164,1160.0000000000136,21.920825930775916,0.9742075380501976,0.760705289672544,0.269205298013245,0.15619967793880837,237.58850999999999,10.066666666666666,3.546666666666667,8.966666666666667,1.6666666666666665,,
-38,235.34589466666665,21.64,7.213333333333334,13.075,10.881457898057775,9.30136823644466,1.1698996023530184,18.033333333333335,82.418,19.638666666666666,87.940006,29.732941333333336,117.67294733333333,27.333333333333336,4.258666666666667,4.15,,,,80.0,27.333333333333336,13.075,19.900000000000002,3.9133333333333336,0.14,,,,180.0,19.900000000000002,18.466666666666665,100.0,1204.0000000000146,1160.0000000000136,20.73381529088792,0.9825177047997112,0.7007010834926705,0.0152810623976714,0.14573268921095012,231.087228,9.161666666666664,3.1733333333333356,7.433333333333333,1.4333333333333347,,
-37,226.664946,20.700000000000003,5.95,12.2,10.949997391304349,9.289546967213116,1.178743961352657,16.3,80.373,18.213,85.757991,27.574482000000003,113.332473,25.0,2.0789999999999997,6.62,,,,80.0,25.0,12.2,19.1,4.66,0.01,,,,180.0,19.1,17.9,100.0,1116.0000000000127,940.0000000000092,19.546804650999924,0.9908278715492248,0.6180327868852459,0.0013262599469496,0.1352657004830919,224.585946,7.539999999999999,2.8000000000000043,5.899999999999999,1.2000000000000028,,
